HolderAddress,Balance
0xc200c31C50Cb7e6e3BE9b950273113389935C6B3,10882618.136035751006570257
0xDaAb531E0a38c86934387ae9E799C9468d7eCc96,10686549.401031876853529871
0x67A7B853d8c6E315e8CDd5FD1351fA6E6EeF8536,10649434.402313535623448055
0xB07604660279CE829b0504C489747f4348e15803,10320562.168443057675039813
0x1F1d806c522BdD7D9BDe6f2613DD02975239A305,9953780.16326938499892286
0xE540a8D94bd379C4d9c0478c8fe9f7Fe7F0B06e1,9841262.731289146114960701
0xc0338c0664c6f34dA5a97CB3d96e983B3e0b964b,9819998.361998387819606558
0x997F7eB754F7859Ed2a1C0C44210Dbb83a15d729,9736504.634544414016932907
0x32AB97324A638cb6A4B5a163EEF253e13b3823dA,9700483.512515069755196072
0x529853123200A44F7549001bAB057887DF766DC1,9410531.054490034859407257
0xedD0a2e64f12BeD810df5E7215c5d37DbfFdE235,9126457.492413545305188111
0xCdA1b02fb991267dfe25B925e937c57A5D8d6D40,8606013.961974168188546393
0xFAD4c8F1e71E4c56B87733BD916FF7CfF46c6C29,8599645.646630768832111997
0xf2a18d5c4b001466014aD13DFD037C9584D2f7E7,8538803.23803829465934346
0xa088d5aFb3C76c1edD8D95D3Bb785B85c3C31d66,8419875.677657223058490322
0x5AaFc1f252d544f744d17a4E734afd6efC47edE4,8259271.082361855809808524
0xcaBDf3efCC4498f1d582cEA24553C9571de4dD2F,8250941.34956935384205689
0x7129290599a10AcB612E19773A4Ca170aa663afD,7833778.50109093947758629
0x2FfF4F1314302040D0d4F6CC88aC04c76ab3B59e,7738140.595941291852738543
0x7f1aE4Cc24D79161B3a5DB05a3Dbc39d00EB2709,7645012.349775520391053039
0xfc0e63c1EaB99322f81197AdE97A9a687F376696,7627429.992699035210369678
0x9683747137Fd1C5B76323DC762145C45A6180F46,7513422.898444438257483786
0x9aECF6ac5E07D586631DE712F64F9fbc80105f4F,7435936.145224601355954746
0x8E0148576a8f224c57e26a95EafbA96cb3647d64,7217992.531387564613082963
0x2834158609bcDE2A49292aBa4d5765B8407ECEa4,7171836.721551389400418231
0x97A4AF49836094A069b090A907CB1EC4f37Af4b2,7146426.404257531722905026
0x814930BAc2042C21bA05EfB74dB8779608D2E8aC,7110691.575268234326988663
0x736AA8c40a8d245BB0328Db870C0106a7898a10D,7088471.029969283355544699
0x9Dc0e41964085Db1266aa61Cd3AB7f0B71Ff966F,6979687.926474332489272982
0x595096c333919d6050D38e6177f7dd448017C6e7,6924338.042074044610698699
0x7848DA732F2c670783D6bB801E3aBd99E842D406,6401202.326268209721473128
0x5e89bF1BDD9b68c2dA54AB2d91995e339f9F48b2,6399753.869199583903093681
0x8Ffff713BCa5Bc1d66a14401f857BE2b34763Bc5,5860563.736848289540118362
